Temperature,Humidity,Soil Moisture,pH,N,P,K,Crop
23.7,67.2,418,6.11,87,60,33,Maize
34.7,48.8,356,6.89,69,44,40,Cotton
18.4,66.5,460,6.45,53,37,65,Potato
28.9,68.7,461,6.21,88,50,96,Sugarcane
21.9,48.3,295,6.79,35,50,34,Barley
23.0,48.2,418,7.01,44,39,56,Barley
30.5,86.2,696,6.7,119,40,58,Rice
27.2,87.1,436,5.71,79,42,56,Rice
32.1,50.1,236,6.94,39,22,24,Millet
29.9,82.9,721,7.1,84,36,58,Sugarcane
34.4,48.4,478,6.65,67,26,65,Cotton
24.2,53.6,405,7.01,65,47,51,Millet
14.7,64.7,314,6.46,37,49,52,Barley
25.0,45.1,258,5.91,49,33,49,Groundnut
30.2,65.7,446,7.23,27,40,43,Soybean
19.2,56.8,416,6.26,64,41,63,Barley
25.6,79.1,442,6.93,81,56,37,Rice
27.6,88.4,531,6.73,87,52,63,Sugarcane
29.6,62.6,518,6.3,65,64,84,Tomato
25.6,72.7,405,6.85,51,39,59,Soybean
27.5,44.9,407,7.6,83,39,38,Cotton
29.2,59.4,433,7.16,24,41,60,Chickpea
27.1,60.6,207,7.14,20,38,41,Millet
16.2,58.8,365,6.03,85,32,41,Barley
20.9,40.8,357,7.11,53,33,59,Wheat
25.0,82.3,369,5.33,107,50,95,Potato
25.6,86.8,699,6.47,98,35,59,Rice
30.6,64.9,301,6.31,68,29,36,Cotton
30.4,43.3,409,6.67,60,29,57,Cotton
12.4,48.6,433,6.6,67,20,37,Barley
32.0,76.9,379,5.61,100,50,48,Rice
28.7,78.5,386,6.18,29,60,37,Soybean
34.8,41.7,251,7.36,43,34,21,Millet
29.5,65.5,353,7.76,83,35,62,Cotton
23.9,65.3,328,5.82,76,44,108,Potato
16.9,66.9,361,6.92,46,48,70,Wheat
25.7,42.2,300,7.44,22,48,42,Chickpea
17.4,69.4,541,6.15,81,46,86,Potato
32.5,31.4,297,5.95,25,33,52,Millet
29.1,49.8,482,6.55,29,53,44,Groundnut
22.4,65.2,496,6.8,61,47,57,Barley
30.6,55.1,461,6.75,53,55,38,Soybean
16.4,59.8,319,6.57,57,36,36,Barley
23.5,76.0,517,5.14,96,37,71,Potato
20.7,72.0,458,7.11,88,53,48,Wheat
15.4,66.4,584,5.92,75,51,52,Potato
24.4,52.6,224,7.07,20,46,37,Millet
27.3,31.5,213,6.74,52,40,39,Millet
21.0,71.9,375,6.46,61,37,40,Maize
30.0,59.2,346,6.81,51,28,29,Millet
29.2,63.3,525,7.34,53,68,58,Soybean
25.3,71.1,253,6.75,48,48,35,Wheat
25.6,69.5,335,6.35,74,44,60,Tomato
24.0,75.8,641,6.75,91,60,66,Rice
34.1,45.8,344,5.93,24,33,45,Millet
15.1,84.4,583,6.54,98,66,97,Potato
18.1,63.1,585,6.25,64,62,91,Potato
28.5,58.5,600,7.16,65,63,42,Maize
28.5,43.7,221,7.26,42,26,22,Millet
24.4,79.2,602,7.0,109,37,59,Rice
22.0,71.9,316,5.1,67,55,103,Potato
28.5,77.2,351,6.98,58,66,87,Tomato
30.9,47.6,412,6.14,20,59,67,Groundnut
27.9,65.2,526,6.77,78,39,43,Maize
22.5,74.4,428,6.2,45,34,69,Groundnut
29.0,54.1,251,7.12,35,31,32,Millet
34.1,47.7,450,5.52,57,22,22,Millet
26.7,66.5,500,6.03,82,32,40,Tomato
25.1,51.8,402,6.7,72,34,51,Maize
27.0,55.1,476,5.97,37,36,35,Groundnut
21.3,45.4,334,6.63,113,42,66,Maize
21.7,47.0,300,6.75,39,60,39,Chickpea
27.3,61.1,537,7.12,40,33,72,Soybean
25.4,56.2,346,6.13,90,52,60,Tomato
15.1,76.2,492,5.3,62,38,71,Potato
21.5,58.4,509,7.19,51,52,68,Soybean
33.5,60.7,358,5.76,31,36,23,Millet
21.2,46.2,265,7.21,37,28,55,Barley
24.4,52.8,369,7.43,72,52,48,Cotton
24.6,41.9,220,7.91,21,47,25,Chickpea
20.5,40.1,422,7.06,46,36,38,Chickpea
34.2,86.6,511,7.21,119,48,63,Sugarcane
31.5,86.2,428,6.25,105,43,57,Rice
30.7,41.0,258,6.78,36,30,21,Millet
25.4,48.6,290,6.89,30,44,53,Millet
20.7,69.5,285,6.81,40,44,69,Wheat
26.4,48.6,525,6.59,87,22,60,Wheat
26.5,62.3,364,7.33,37,45,26,Millet
37.7,66.3,495,6.5,62,45,83,Cotton
30.2,62.5,372,6.32,70,45,64,Maize
16.8,45.5,473,7.19,71,40,36,Wheat
27.3,58.5,308,7.4,68,40,49,Soybean
37.8,60.5,265,5.75,90,46,52,Cotton
27.6,67.5,476,6.01,75,64,58,Tomato
36.3,59.7,432,6.23,110,35,71,Cotton
31.3,65.0,365,6.99,84,66,77,Maize
17.3,57.8,532,7.23,64,42,39,Wheat
13.1,59.4,302,6.75,49,22,30,Barley
22.8,72.0,454,6.96,69,59,45,Rice
21.5,38.2,313,6.73,51,59,69,Chickpea
26.3,45.2,263,6.08,48,46,63,Groundnut
28.4,59.1,275,7.69,20,29,25,Chickpea
18.0,51.5,325,6.42,67,36,53,Barley
16.1,58.9,414,6.99,90,39,42,Barley
27.9,61.0,475,7.43,37,38,61,Soybean
25.1,46.2,366,6.47,55,49,31,Groundnut
20.1,73.3,493,7.11,58,45,70,Soybean
30.1,70.6,329,5.91,48,43,65,Groundnut
17.7,60.3,416,6.54,95,36,36,Wheat
28.3,75.0,424,6.71,35,68,57,Soybean
30.4,69.7,741,6.06,145,33,66,Sugarcane
34.3,39.5,347,7.25,43,29,27,Millet
22.7,77.1,382,6.78,55,56,59,Potato
36.0,48.0,455,5.9,73,46,61,Cotton
24.8,55.3,302,6.68,88,56,65,Tomato
20.7,58.2,411,6.44,50,58,87,Tomato
31.9,57.1,377,6.28,91,40,55,Cotton
30.0,68.6,484,6.91,111,40,69,Maize
24.7,61.1,333,6.72,77,69,53,Maize
29.3,78.6,315,6.79,65,47,66,Soybean
24.0,52.3,305,7.08,43,44,53,Wheat
24.9,45.4,475,5.8,56,40,48,Cotton
27.6,84.1,446,6.76,111,56,59,Rice
28.1,56.5,365,5.61,40,50,50,Millet
32.5,41.2,320,7.1,75,27,79,Cotton
26.0,61.0,445,6.0,102,32,68,Maize
28.7,45.4,447,6.15,24,55,68,Groundnut
27.8,69.0,469,7.23,112,55,83,Sugarcane
21.1,52.1,480,6.52,54,32,97,Tomato
35.3,45.0,472,6.27,105,30,66,Cotton
27.2,74.4,494,7.2,113,70,43,Maize
15.3,84.8,327,5.76,73,69,70,Potato
17.2,69.6,505,6.19,82,80,86,Potato
30.2,48.9,489,6.6,62,63,39,Maize
34.3,34.3,308,6.96,59,30,39,Millet
29.1,43.1,295,7.28,79,41,65,Cotton
29.3,54.5,303,6.04,71,30,96,Tomato
29.9,50.5,375,5.63,89,36,89,Tomato
21.1,68.1,485,6.17,107,63,67,Potato
17.3,63.5,272,6.08,63,38,38,Wheat
15.4,37.7,296,6.75,69,23,42,Barley
29.1,71.9,566,6.88,45,45,70,Soybean
23.1,44.6,337,6.04,82,42,45,Wheat
28.2,47.9,256,6.89,21,37,66,Chickpea
22.5,69.2,344,6.73,68,41,42,Maize
27.2,53.6,326,7.52,24,32,36,Chickpea
19.3,51.0,374,6.43,86,38,45,Tomato
17.2,84.1,586,6.14,61,75,61,Potato
30.3,55.8,318,7.29,66,47,26,Millet
27.5,41.4,217,7.3,53,41,55,Millet
23.3,76.9,527,6.24,95,64,102,Sugarcane
23.2,55.4,593,6.36,74,69,77,Maize
15.4,68.8,533,5.69,83,37,117,Potato
24.1,62.7,343,6.17,105,56,53,Maize
24.9,64.2,334,6.47,70,52,47,Tomato
26.0,52.2,462,5.51,22,33,63,Groundnut
21.4,78.1,343,6.18,86,73,98,Potato
20.1,55.8,393,6.81,57,30,65,Soybean
20.4,68.5,451,6.35,60,51,60,Tomato
23.0,39.6,337,6.25,35,20,32,Barley
26.7,94.2,523,6.43,85,30,46,Rice
30.9,56.3,401,6.86,58,34,67,Groundnut
19.3,41.9,296,6.32,48,21,50,Barley
20.5,84.3,386,5.66,66,62,72,Potato
25.5,59.4,445,6.29,91,29,55,Wheat
28.1,43.3,497,6.52,67,55,53,Cotton
20.9,75.8,401,5.89,58,55,91,Potato
20.5,76.7,548,7.28,50,70,79,Soybean
21.5,54.7,545,6.19,37,31,40,Soybean
26.8,80.0,609,6.89,115,51,59,Rice
23.4,39.8,237,7.31,22,35,30,Chickpea
20.1,59.7,321,6.27,56,49,56,Soybean
22.5,72.7,492,6.64,108,47,61,Maize
24.3,49.9,326,6.38,29,58,36,Chickpea
15.7,62.5,330,6.76,70,51,35,Wheat
26.8,61.4,487,6.16,44,55,70,Groundnut
28.8,33.9,247,6.18,64,47,59,Millet
12.4,43.1,251,7.28,40,46,33,Barley
21.6,63.9,429,5.16,67,61,85,Potato
22.9,63.0,541,6.8,139,65,97,Sugarcane
24.1,74.2,329,5.6,50,28,36,Groundnut
22.0,55.1,520,5.75,91,49,62,Tomato
25.9,53.3,303,5.68,27,43,55,Groundnut
25.4,50.0,449,6.52,63,69,40,Soybean
25.9,62.5,347,5.88,44,40,32,Millet
23.6,78.8,556,7.41,133,56,108,Sugarcane
19.2,57.6,416,6.55,41,51,56,Chickpea
31.6,63.9,338,6.38,55,48,23,Millet
32.7,72.4,469,5.75,55,31,40,Cotton
30.9,69.5,516,6.21,69,66,63,Soybean
25.5,69.8,545,6.44,77,68,72,Maize
16.1,83.6,378,6.68,78,48,118,Potato
21.5,76.5,323,5.07,108,39,111,Potato
24.2,75.3,558,5.89,70,54,62,Potato
25.1,69.8,525,6.3,67,50,95,Tomato
23.6,49.3,425,7.38,78,24,39,Wheat
20.2,72.9,325,6.28,85,43,71,Potato
27.5,63.0,364,6.41,98,52,50,Tomato
17.4,40.8,370,6.99,100,25,38,Wheat
23.2,77.6,443,6.06,69,57,49,Rice
25.4,67.1,403,5.91,82,42,91,Tomato
32.1,56.7,402,7.68,51,34,58,Cotton
25.1,50.0,335,6.63,79,23,69,Wheat
22.6,62.9,476,6.07,53,60,40,Tomato
23.5,50.9,478,6.24,55,25,48,Groundnut
16.4,53.3,277,7.01,52,37,35,Wheat
28.0,85.5,617,6.07,118,53,44,Rice
26.9,87.8,577,6.23,65,26,39,Rice
28.3,77.8,312,6.08,90,64,54,Tomato
28.5,65.6,307,5.73,99,43,80,Cotton
19.3,44.8,413,6.83,46,30,51,Chickpea
25.6,75.8,468,6.4,27,32,54,Soybean
22.9,75.4,303,5.51,93,51,108,Potato
22.5,54.5,259,7.5,57,44,40,Chickpea
29.2,90.0,548,6.62,146,67,101,Sugarcane
16.6,67.6,254,7.45,77,50,69,Wheat
20.7,84.5,361,5.45,62,79,84,Potato
26.2,56.5,487,6.0,27,34,33,Groundnut
27.1,69.0,398,5.88,81,37,74,Tomato
22.6,63.6,316,7.39,51,38,65,Soybean
30.1,86.7,616,6.07,123,52,110,Sugarcane
28.0,53.3,470,6.97,54,59,49,Soybean
25.0,53.8,563,6.43,108,65,41,Maize
29.3,66.6,314,6.9,35,50,68,Groundnut
34.4,35.3,412,6.93,60,41,40,Millet
30.7,36.7,300,7.05,66,27,34,Millet
19.3,79.5,526,5.8,76,37,40,Tomato
17.8,73.7,300,5.9,86,80,78,Potato
33.1,50.2,336,6.36,29,37,57,Millet
26.2,61.7,564,7.47,32,35,71,Soybean
29.7,52.3,388,6.56,98,46,42,Cotton
30.9,64.0,561,6.41,94,66,50,Sugarcane
29.9,57.6,330,5.97,57,58,34,Groundnut
19.5,43.8,410,7.89,51,28,69,Chickpea
29.8,54.9,257,6.21,57,49,35,Cotton
24.4,61.6,264,7.25,52,41,46,Wheat
29.8,65.8,460,6.61,49,59,37,Groundnut
17.4,61.2,545,6.75,86,35,70,Wheat
22.0,37.1,257,6.87,53,34,45,Barley
29.3,75.6,351,6.63,79,54,68,Rice
19.4,72.6,301,6.52,59,38,96,Potato
23.6,74.1,302,6.79,89,54,89,Tomato
13.1,44.2,488,7.17,40,52,61,Barley
31.2,50.7,523,7.14,109,52,62,Maize
23.9,56.1,454,6.18,104,53,36,Maize
19.1,84.6,461,6.5,100,36,54,Potato
32.7,47.1,352,5.97,67,52,45,Cotton
31.4,75.7,607,6.61,100,31,81,Sugarcane
26.4,55.9,343,6.93,27,44,34,Groundnut
21.7,56.2,428,6.64,54,62,71,Tomato
29.7,52.6,424,6.33,28,31,27,Chickpea
32.2,69.7,584,7.15,100,43,120,Sugarcane
30.4,63.1,331,6.01,42,44,54,Soybean
23.1,57.1,351,6.78,21,49,63,Chickpea
32.1,30.9,355,7.27,70,27,47,Millet
30.0,45.3,378,6.58,71,28,63,Cotton
21.0,40.4,379,6.74,81,29,37,Barley
22.0,67.8,575,6.57,123,35,96,Sugarcane
22.4,69.3,681,6.32,132,36,51,Sugarcane
18.7,73.7,347,6.65,85,47,90,Potato
34.8,31.2,295,7.08,55,26,58,Millet
18.8,40.1,329,6.72,34,29,41,Chickpea
27.8,63.1,409,5.71,80,69,79,Tomato
27.9,51.5,427,6.96,34,36,41,Millet
25.7,81.9,648,7.5,100,53,52,Sugarcane
26.4,58.4,219,7.02,37,38,42,Millet
19.9,60.1,439,6.09,56,30,60,Tomato
33.4,49.2,239,5.74,31,45,54,Millet
28.7,53.1,419,6.89,48,26,56,Chickpea
26.6,65.6,301,7.21,44,64,37,Soybean
19.1,74.5,394,5.97,92,47,45,Tomato
16.1,65.3,508,6.61,71,41,81,Potato
24.0,58.5,331,6.13,67,20,21,Millet
22.4,50.1,393,5.83,39,42,47,Groundnut
32.8,65.2,489,5.52,81,37,42,Cotton
31.6,68.3,406,6.0,43,62,58,Soybean
25.3,65.1,377,5.67,79,45,58,Tomato
32.7,75.5,660,6.42,134,42,67,Sugarcane
20.3,45.6,530,6.74,53,50,46,Wheat
28.6,46.5,398,6.39,105,46,78,Maize
16.1,51.4,448,7.3,62,25,34,Barley
21.4,79.3,569,6.64,28,53,37,Soybean
32.5,45.1,267,6.75,70,20,44,Millet
28.1,73.7,375,6.21,55,40,77,Tomato
20.6,55.1,392,6.19,48,23,33,Barley
17.6,61.5,304,6.36,65,50,55,Barley
29.6,50.3,321,5.94,33,44,61,Groundnut
24.9,46.4,421,6.98,54,42,39,Wheat
26.6,58.2,289,6.06,22,44,50,Millet
34.5,42.0,431,6.46,53,41,21,Millet
16.9,62.0,322,6.34,64,80,106,Potato
19.9,69.0,545,6.98,83,34,35,Wheat
22.4,64.7,329,7.24,43,31,63,Barley
22.1,78.9,525,6.37,115,67,33,Maize
37.4,65.0,286,7.99,62,52,72,Cotton
25.5,69.3,482,6.03,77,53,56,Maize
28.9,55.1,445,5.56,68,60,82,Cotton
27.1,66.4,549,6.12,63,63,31,Maize
16.1,73.8,450,5.67,103,32,90,Potato
28.3,76.6,391,5.74,71,60,29,Rice
24.6,53.6,443,6.33,45,47,65,Wheat
22.8,55.6,206,6.1,48,57,34,Chickpea
27.3,51.0,293,6.98,54,42,42,Millet
31.0,46.7,487,6.16,47,29,42,Groundnut
24.2,62.2,293,6.79,64,52,64,Wheat
27.9,90.1,451,6.14,94,39,66,Rice
15.2,55.3,485,6.77,74,53,46,Barley
20.2,43.6,314,6.95,33,29,33,Chickpea
25.8,49.7,401,7.64,48,50,48,Chickpea
23.6,49.6,375,6.69,22,32,68,Chickpea
27.6,67.1,523,6.01,44,33,67,Wheat
31.5,61.4,478,7.11,25,57,59,Soybean
31.8,76.4,482,7.45,66,43,70,Soybean
21.8,53.0,574,6.99,35,53,50,Soybean
16.6,40.9,505,7.15,100,49,45,Wheat
18.7,52.2,544,6.19,46,45,70,Wheat
23.6,69.8,465,6.8,53,48,27,Barley
28.1,64.0,368,6.47,68,33,46,Millet
29.1,34.1,374,6.17,63,39,26,Millet
24.8,75.4,522,5.65,84,31,47,Rice
21.4,64.0,348,6.99,69,43,93,Tomato
22.6,73.7,545,5.81,80,56,97,Tomato
23.1,81.4,593,5.58,79,34,94,Potato
23.4,88.8,578,6.12,85,54,87,Sugarcane
26.3,50.8,356,7.2,26,45,27,Millet
30.4,53.9,442,6.11,32,31,59,Groundnut
22.3,51.8,259,6.48,90,21,32,Barley
17.6,52.5,374,7.15,73,39,38,Barley
30.9,68.2,394,7.76,94,27,57,Cotton
20.1,67.1,521,7.17,114,61,77,Maize
18.9,68.6,482,6.42,56,70,99,Tomato
26.4,49.0,523,6.93,78,23,67,Wheat
22.7,46.1,413,6.16,48,53,64,Groundnut
30.4,53.8,382,5.81,48,37,30,Groundnut
28.9,68.0,538,7.12,62,49,76,Soybean
17.0,56.1,524,7.34,69,46,28,Wheat
26.3,42.3,360,7.18,56,53,56,Cotton
15.8,67.0,351,5.17,108,62,82,Potato
17.1,54.7,459,7.04,41,48,34,Barley
26.0,37.0,448,6.0,59,25,24,Millet
21.5,52.1,512,6.88,60,45,60,Maize
15.9,71.3,420,6.8,58,47,42,Wheat
21.1,63.9,525,6.66,103,57,100,Potato
23.3,64.9,370,6.99,69,34,38,Soybean
25.5,51.7,492,6.25,26,50,62,Groundnut
28.0,85.6,530,6.97,145,36,113,Sugarcane
29.9,66.2,364,7.37,70,56,63,Soybean
19.4,60.2,459,7.25,62,21,36,Barley
29.3,53.4,313,6.54,61,62,78,Soybean
20.1,80.4,394,6.37,88,39,91,Potato
23.7,68.3,461,7.46,77,34,60,Wheat
31.5,65.9,557,6.3,117,59,57,Sugarcane
32.8,53.6,268,7.12,45,30,48,Millet
34.7,72.7,393,6.85,92,37,39,Cotton
19.0,69.5,300,7.46,54,28,44,Wheat
16.6,65.9,590,6.43,59,37,120,Potato
28.4,54.6,297,6.04,26,33,32,Chickpea
20.2,78.5,442,6.49,60,44,65,Soybean
22.2,53.0,479,6.74,88,33,40,Tomato
24.5,60.2,290,7.17,98,41,47,Wheat
25.1,70.7,350,6.76,55,55,43,Soybean
29.0,78.8,360,6.05,98,41,30,Maize
16.6,76.0,534,6.37,107,31,106,Potato
25.0,94.4,687,6.09,60,28,63,Rice
22.6,59.3,307,6.93,93,67,80,Tomato
30.9,63.4,350,6.46,101,31,64,Cotton
15.8,71.5,537,6.6,94,68,66,Potato
28.9,46.7,439,7.02,42,47,54,Chickpea
14.5,51.0,363,6.95,50,42,42,Barley
29.9,53.4,461,6.35,36,30,33,Groundnut
18.5,79.5,535,6.05,104,72,100,Potato
34.8,71.4,459,7.19,105,52,73,Cotton
30.8,48.0,387,7.07,44,38,43,Millet
24.5,47.9,426,6.47,46,44,57,Wheat
24.2,69.1,404,7.8,56,50,47,Cotton
23.5,82.9,634,6.87,133,55,55,Sugarcane
27.0,86.6,555,6.72,95,27,54,Rice
21.0,60.1,490,6.65,57,38,74,Tomato
18.2,70.0,528,6.1,52,33,69,Tomato
21.3,49.0,327,6.83,56,30,40,Chickpea
24.1,63.7,377,6.15,99,58,79,Potato
26.6,56.0,291,6.59,51,38,29,Wheat
24.5,88.0,703,6.68,150,67,85,Sugarcane
30.5,78.8,634,6.05,108,42,61,Rice
22.5,47.7,432,7.02,66,57,64,Maize
32.0,58.6,303,6.9,42,37,46,Millet
18.8,73.1,512,7.44,96,54,61,Wheat
25.2,53.1,211,6.44,27,32,34,Chickpea
19.4,66.5,273,7.39,93,27,53,Wheat
28.8,62.3,496,6.82,34,69,36,Soybean
28.8,91.7,698,6.46,104,41,64,Rice
22.8,75.1,416,6.59,61,33,85,Tomato
24.2,47.8,381,6.65,25,39,67,Chickpea
26.0,73.4,473,6.03,79,53,57,Maize
18.8,64.8,529,5.13,92,64,87,Potato
18.4,50.9,336,6.08,48,33,25,Chickpea
30.2,76.7,589,6.82,63,63,42,Maize
22.5,61.0,423,5.55,85,30,117,Potato
32.2,88.7,698,7.48,148,42,74,Sugarcane
29.5,78.0,524,6.87,100,58,67,Maize
23.5,74.0,698,6.13,64,49,49,Rice
26.5,78.1,441,6.53,76,69,50,Tomato
24.1,64.9,445,6.27,44,31,61,Chickpea
21.4,47.6,482,6.0,83,23,44,Barley
21.2,55.0,359,6.55,89,40,53,Barley
23.0,61.2,368,6.89,54,21,47,Wheat
28.6,63.9,498,6.94,80,70,84,Tomato
23.8,48.8,225,7.16,20,47,50,Chickpea
18.4,51.9,301,7.9,43,31,70,Chickpea
17.8,61.3,341,6.58,48,49,37,Wheat
19.6,55.7,465,6.42,45,46,42,Barley
29.7,90.9,619,5.56,81,33,63,Rice
24.2,67.6,407,6.31,75,55,56,Tomato
32.4,87.8,650,6.38,147,37,117,Sugarcane
26.6,57.5,445,6.79,66,23,34,Wheat
26.4,56.6,454,5.84,79,40,88,Tomato
35.0,63.0,486,6.48,108,55,59,Cotton
27.3,56.4,455,6.67,66,34,72,Maize
18.4,57.8,446,6.87,87,44,51,Tomato
12.6,67.1,445,7.13,81,26,28,Barley
20.7,51.7,482,6.06,87,23,59,Wheat
24.1,62.0,432,6.01,24,45,32,Chickpea
18.8,66.2,435,6.68,77,31,84,Potato
22.9,42.2,240,7.6,35,55,54,Chickpea
25.0,35.0,395,7.47,89,42,58,Barley
23.0,37.0,234,7.29,33,56,56,Chickpea
27.0,62.9,323,6.03,94,66,34,Maize
31.8,46.6,351,5.92,41,20,42,Millet
19.2,59.5,411,6.38,22,45,64,Chickpea
29.1,67.3,335,5.57,68,35,69,Cotton
23.3,61.9,344,6.88,37,28,37,Groundnut
18.7,52.5,213,6.87,40,55,35,Chickpea
28.0,50.6,594,7.11,97,42,62,Maize
21.1,35.4,321,6.45,51,35,40,Chickpea
24.6,90.6,596,6.95,78,46,32,Rice
23.8,77.7,448,6.19,53,36,59,Soybean
22.7,51.4,351,7.12,97,40,39,Wheat
29.5,74.7,355,6.15,24,25,38,Groundnut
18.3,54.8,452,6.13,99,54,66,Tomato
21.8,61.3,390,5.3,51,55,97,Potato
27.6,47.7,393,6.05,39,35,44,Groundnut
28.6,72.5,307,6.34,33,51,77,Soybean
12.4,60.1,396,6.13,78,43,27,Barley
23.0,66.5,555,5.09,81,42,70,Potato
32.2,77.2,567,7.06,110,45,112,Sugarcane
26.6,90.6,653,5.9,114,40,30,Rice
24.4,43.0,373,6.91,57,60,39,Chickpea
21.0,68.6,584,6.44,97,61,110,Potato
21.7,52.8,414,6.18,67,60,54,Tomato
24.9,72.6,517,6.49,79,53,63,Rice
24.7,58.8,464,6.25,31,45,30,Groundnut
28.4,63.8,396,6.49,30,56,60,Soybean
25.9,48.0,563,7.06,86,37,61,Maize
23.7,48.1,294,7.73,33,57,55,Chickpea
27.2,57.6,443,5.87,56,31,54,Cotton
12.6,44.0,404,7.06,36,40,60,Barley
24.2,61.1,423,6.3,58,22,31,Barley
30.8,51.5,384,6.6,56,27,48,Groundnut
32.6,54.1,261,5.57,96,35,49,Cotton
22.2,55.2,439,6.21,50,48,92,Tomato
26.4,73.0,449,7.1,37,42,35,Soybean
30.9,56.9,539,5.98,78,54,56,Maize
24.0,80.8,546,7.07,144,36,113,Sugarcane
29.7,74.4,459,6.09,104,59,51,Cotton
28.3,53.7,302,6.0,63,70,81,Tomato
25.9,63.7,682,6.23,123,47,55,Sugarcane
26.7,69.7,428,6.45,52,68,79,Soybean
23.8,52.1,434,7.37,35,28,46,Chickpea
22.8,78.4,402,6.62,99,37,78,Tomato
23.9,49.0,282,6.37,43,40,31,Barley
29.5,56.3,426,6.24,52,25,66,Groundnut
30.7,43.1,357,7.36,62,41,41,Millet
22.6,89.1,655,6.44,146,56,110,Sugarcane
22.6,36.2,426,6.63,86,51,61,Barley
31.2,73.4,489,5.94,40,41,47,Groundnut
29.7,50.6,286,7.49,21,54,26,Chickpea
18.8,46.2,288,6.28,51,52,32,Wheat
23.2,91.3,581,5.76,105,53,30,Rice
29.8,45.4,262,7.13,43,45,54,Chickpea
23.7,55.0,435,6.51,78,63,87,Tomato
25.2,65.4,563,6.02,69,42,63,Soybean
25.5,38.3,231,6.47,43,46,54,Chickpea
35.3,57.1,355,7.22,51,43,52,Cotton
19.4,66.9,259,7.2,41,42,35,Barley
27.7,62.7,348,7.56,25,34,65,Chickpea
28.2,86.3,687,7.37,109,50,78,Sugarcane
32.9,56.6,362,7.18,59,33,44,Cotton
22.0,64.8,567,6.09,61,30,86,Potato
27.0,79.6,568,5.76,73,36,42,Rice
35.2,60.6,446,6.46,86,42,86,Cotton
37.5,42.1,468,7.02,81,26,90,Cotton
23.0,66.9,459,6.56,92,36,115,Potato
24.1,72.5,493,6.58,97,30,89,Tomato
26.3,72.5,674,6.56,66,53,35,Rice
25.5,37.6,240,7.89,27,58,62,Chickpea
26.4,45.5,419,5.89,83,55,76,Cotton
27.2,75.4,443,7.13,108,45,53,Maize
24.1,72.7,585,6.66,93,60,99,Potato
25.1,52.8,364,7.34,77,38,33,Wheat
30.8,46.5,377,6.21,62,30,68,Cotton
21.0,80.2,569,6.15,86,48,63,Potato
19.9,75.6,463,5.57,92,68,69,Tomato
26.4,61.3,457,6.73,53,45,48,Soybean
27.0,52.0,591,6.96,85,33,51,Maize
20.9,60.0,504,6.34,50,31,91,Tomato
24.6,59.4,471,7.26,70,52,36,Wheat
25.3,63.1,440,5.78,58,30,39,Groundnut
28.1,51.0,422,6.67,59,35,74,Cotton
26.2,85.2,562,5.91,108,57,32,Rice
22.8,79.6,453,6.18,78,57,100,Potato
31.4,64.6,545,6.37,81,50,71,Sugarcane
21.4,55.8,385,6.36,66,70,54,Soybean
21.4,61.8,381,6.07,54,24,25,Wheat
30.4,58.1,512,6.2,54,50,76,Soybean
29.9,73.5,398,6.91,26,69,49,Soybean
24.2,69.1,407,6.95,61,64,48,Tomato
26.0,88.6,573,5.53,118,29,45,Rice
27.6,46.2,426,6.2,32,58,57,Groundnut
24.7,59.9,428,7.49,65,25,25,Barley
24.9,39.0,384,6.94,29,33,68,Chickpea
24.3,69.3,319,6.19,74,44,87,Cotton
24.9,63.2,340,5.31,88,52,106,Potato
36.6,69.9,455,5.67,77,49,90,Cotton
28.2,40.7,381,6.42,37,49,33,Millet
24.6,33.1,245,6.76,47,21,50,Millet
20.3,39.6,355,7.28,22,30,70,Chickpea
29.5,76.4,493,5.76,87,65,67,Tomato
25.9,50.5,411,6.83,41,33,61,Wheat
18.7,52.2,337,7.04,53,33,62,Chickpea
14.4,62.2,301,6.57,68,44,28,Barley
24.3,70.3,302,6.45,46,31,77,Soybean
27.8,60.6,701,7.42,124,51,60,Sugarcane
22.5,49.1,458,6.76,75,24,57,Wheat
29.1,61.2,422,6.25,55,50,56,Chickpea
18.6,64.6,544,6.45,101,38,52,Potato
30.2,74.2,430,6.87,51,44,41,Groundnut
27.8,43.4,416,6.46,109,52,47,Cotton
18.7,54.3,547,6.24,62,34,70,Tomato
23.2,52.6,294,5.57,36,40,36,Groundnut
29.3,63.8,466,6.62,96,32,38,Maize
12.3,67.3,349,7.48,35,23,30,Barley
23.9,58.8,246,6.41,33,45,69,Chickpea
32.6,70.7,485,7.85,74,48,46,Cotton
31.0,64.0,390,5.66,42,46,60,Millet
25.3,64.0,424,6.77,40,53,32,Groundnut
19.3,50.1,432,6.28,99,66,45,Tomato
24.5,37.1,251,7.35,58,55,49,Chickpea
21.0,36.5,240,6.95,54,46,57,Chickpea
22.6,66.3,453,6.64,47,45,47,Groundnut
20.0,73.1,531,6.06,69,45,79,Tomato
37.7,65.6,461,5.88,59,44,71,Cotton
15.6,47.2,434,6.58,98,49,27,Wheat
20.8,49.4,257,6.78,79,35,50,Barley
27.9,60.9,404,6.01,22,21,38,Millet
26.6,47.0,399,5.6,51,28,65,Groundnut
26.6,74.2,375,7.26,64,49,60,Soybean
18.7,60.7,496,7.42,90,52,50,Barley
27.1,43.4,355,7.15,20,38,67,Chickpea
19.7,37.7,366,7.34,33,32,29,Chickpea
19.8,51.0,544,7.3,71,31,57,Wheat
26.6,56.7,468,6.15,107,47,42,Maize
